"ADANA	Merkez	Adana ihtisas Vergi Dairesi Müdürlü?ü"
"ADANA	Merkez	5 Ocak Vergi Dairesi Müdürlü?ü"
"ADANA	Merkez	Yüre?ir Vergi Dairesi Müdürlü?ü"
"ADANA	Merkez	Seyhan Vergi Dairesi Müdürlü?ü"
"ADANA	Merkez	Ziyapaþa Vergi Dairesi Müdürlü?ü"
"ADANA	Merkez	Çukurova Vergi Dairesi Müdürlü?ü"
"ADANA	Ceyhan	Ceyhan Vergi Dairesi Müdürlü?ü"
"ADANA	Kozan	Kozan Vergi Dairesi Müdürlü?ü"
"ADANA	Karataþ	Karataþ Vergi Dairesi Müdürlü?ü"
"ADANA	Feke	Feke Malmüdürlü?ü"
"ADANA	Karaisali	Karaisali Malmüdürlü?ü"
"ADANA	Pozanti	Pozanti Malmüdürlü?ü"
"ADANA	Saimbeyli	Saimbeyli Malmüdürlü?ü"
"ADANA	Tufanbeyli	Tufanbeyli Malmüdürlü?ü"
"ADANA	Yumurtalik	Yumurtalik Malmüdürlü?ü"
"ADANA	Alada?	Alada? Malmüdürlü?ü"
"ADANA	imamo?lu	imamo?lu Malmüdürlü?ü"
"ADIYAMAN	Merkez	Adiyaman Vergi Dairesi Müdürlü?ü"
"ADIYAMAN	Kahta	Kahta Vergi Dairesi Müdürlü?ü"
"ADIYAMAN	Besni	Besni Malmüdürlü?ü"
"ADIYAMAN	Çelikhan	Çelikhan Malmüdürlü?ü"
"ADIYAMAN	Gerger	Gerger Malmüdürlü?ü"
"ADIYAMAN	Gölbaþi	Gölbaþi Malmüdürlü?ü"
"ADIYAMAN	Samsat	Samsat Malmüdürlü?ü"
"ADIYAMAN	Sincik	Sincik Malmüdürlü?ü"
"ADIYAMAN	Tut	Tut Malmüdürlü?ü"
"AFYONKARAHiSAR	Merkez	Tinaztepe Vergi Dairesi Müdürlü?ü"
"AFYONKARAHiSAR	Merkez	Kocatepe Vergi Dairesi Müdürlü?ü"
"AFYONKARAHiSAR	Dinar	Dinar Vergi Dairesi Müdürlü?ü"
"AFYONKARAHiSAR	Bolvadin	Bolvadin Vergi Dairesi Müdürlü?ü"
"AFYONKARAHiSAR	Emirda?	Emirda? Vergi Dairesi Müdürlü?ü"
"AFYONKARAHiSAR	Sandikli	Sandikli Vergi Dairesi Müdürlü?ü"
"AFYONKARAHiSAR	Çay	Çay Vergi Dairesi Müdürlü?ü"
"AFYONKARAHiSAR	Dazkiri	Dazkiri Malmüdürlü?ü"
"AFYONKARAHiSAR	ihsaniye	ihsaniye Malmüdürlü?ü"
"AFYONKARAHiSAR	Sinanpaþa	Sinanpaþa Malmüdürlü?ü"
"AFYONKARAHiSAR	Sultanda?i	Sultanda?i Malmüdürlü?ü"
"AFYONKARAHiSAR	Þuhut	Þuhut Malmüdürlü?ü"
"AFYONKARAHiSAR	Baþmakçi	Baþmakçi Malmüdürlü?ü"
"AFYONKARAHiSAR	Bayat	Bayat Malmüdürlü?ü"
"AFYONKARAHiSAR	iscehisar	iscehisar Vergi Dairesi Müdürlü?ü"
"AFYONKARAHiSAR	Çobanlar	Çobanlar Malmüdürlü?ü"
"AFYONKARAHiSAR	Evciler	Evciler Malmüdürlü?ü"
"AFYONKARAHiSAR	Hocalar	Hocalar Malmüdürlü?ü"
"AFYONKARAHiSAR	Kizilören	Kizilören Malmüdürlü?ü"
"A?RI	Merkez	A?ri Vergi Dairesi Müdürlü?ü"
"A?RI	Do?ubeyazit	Do?ubeyazit Vergi Dairesi Müdürlü?ü"
"A?RI	Patnos	Patnos Vergi Dairesi Müdürlü?ü"
"A?RI	Diyadin	Diyadin Malmüdürlü?ü"
"A?RI	Eleþkirt	Eleþkirt Malmüdürlü?ü"
"A?RI	Hamur	Hamur Malmüdürlü?ü"
"A?RI	Taþliçay	Taþliçay Malmüdürlü?ü"
"A?RI	Tutak	Tutak Malmüdürlü?ü"
"AMASYA	Merkez	Amasya Vergi Dairesi Müdürlü?ü"
"AMASYA	Merzifon	Merzifon Vergi Dairesi Müdürlü?ü"
"AMASYA	Gümüþhaciköy	Gümüþhaciköy Vergi Dairesi Müdürlü?ü"
"AMASYA	Taþova	Taþova Vergi Dairesi Müdürlü?ü"
"AMASYA	Suluova	Suluova Vergi Dairesi Müdürlü?ü"
"AMASYA	Göynücek	Göynücek Malmüdürlü?ü"
"AMASYA	Hamamözü	Hamamözü Malmüdürlü?ü"
"ANKARA	Merkez	Anadolu ihtisas Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez	Ankara ihtisas Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez	Kavaklidere Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez	Hitit Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez	Ostim Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez	Veraset ve Harçlar Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez	Maltepe Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez	Yenimahalle Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez	Çankaya Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez	Kizilbey Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez	Mithatpaþa Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez	Ulus Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez	Yildirim Beyazit Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez	Se?menler Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez	Dikimevi Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez	Do?anbey Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez	Ye?enbey Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez	Yahya Galip Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez	Muhammet Karagüzel Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez	Gölbaþi Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez	Sincan Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez	Diþkapi Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez	Etimesgut Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez	Baþkent Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez	Cumhuriyet Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez	Keçiören Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez- (5216)	Kahramankazan Vergi Dairesi Müdürlü?ü"
"ANKARA	Polatli	Polatli Vergi Dairesi Müdürlü?ü"
"ANKARA	Þereflikoçhisar	Þereflikoçhisar Vergi Dairesi Müdürlü?ü"
"ANKARA	Beypazari	Beypazari Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez- (5216)	Çubuk Vergi Dairesi Müdürlü?ü"
"ANKARA	Haymana	Haymana Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez- (5216)	Elmada? Vergi Dairesi Müdürlü?ü"
"ANKARA	Merkez- (5216)	Ayaþ Malmüdürlü?ü"
"ANKARA	Merkez- (5216)	Balâ Malmüdürlü?ü"
"ANKARA	Çamlidere	Çamlidere Malmüdürlü?ü"
"ANKARA	Güdül	Güdül Malmüdürlü?ü"
"ANKARA	Merkez- (5216)	Kalecik Malmüdürlü?ü"
"ANKARA	Kizilcahamam	Kizilcahamam Malmüdürlü?ü"
"ANKARA	Nallihan	Nallihan Malmüdürlü?ü"
"ANKARA	Merkez- (5216)	Akyurt Malmüdürlü?ü"
"ANKARA	Evren	Evren Malmüdürlü?ü"
"ANTALYA	Merkez	Antalya Kurumlar Vergi Dairesi Müdürlü?ü"
"ANTALYA	Merkez	Antalya ihtisas Vergi Dairesi Müdürlü?ü"
"ANTALYA	Merkez	Üçkapilar Vergi Dairesi Müdürlü?ü"
